id,13:00:00.1,12:45:00.1,12:30:00.1,12:15:00.1,12:00:00.1,11:45:00.1,11:30:00.1,11:15:00.1,11:00:00.1,10:45:00.1,10:30:00.1,10:15:00.1,10:00:00.1,09:45:00.1,09:30:00.1,09:15:00.1,09:00:00.1,08:45:00.1,08:30:00.1,08:15:00.1,08:00:00.1,07:45:00.1,07:30:00.1,07:15:00.1,07:00:00.1,06:45:00.1,06:30:00.1,06:15:00.1,06:00:00.1,05:45:00.1,05:30:00.1,05:15:00.1,05:00:00.1,04:45:00.1,04:30:00.1,04:15:00.1,04:00:00.1,03:45:00.1,03:30:00.1,03:15:00.1,03:00:00.1,02:45:00.1,02:30:00.1,02:15:00.1,02:00:00.1,01:45:00.1,01:30:00.1,01:15:00.1,01:00:00.1,00:45:00.1,00:30:00.1,00:15:00.1,23:45:00,23:30:00,23:15:00,23:00:00,22:45:00,22:30:00,22:15:00,22:00:00,21:45:00,21:30:00,21:15:00,21:00:00
User #10599,0.3973033333333333,0.8561322222222222,0.35321,0.9167977777777778,0.9357455555555556,0.87848,0.7418011111111111,0.6245066666666668,0.3246511111111111,0.5837555555555556,0.8224588888888889,0.1954133333333333,0.0490911111111111,0.4139288888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9411611111111112,0.2235933333333333,0.11343,0.20284,0.2372811111111111,0.1439988888888888,0.0668622222222222,0.2006277777777777,0.0924422222222222,0.0835711111111111,0.0888644444444444,0.2907366666666667,0.6611155555555556,0.8107155555555555,0.2228144444444444,0.9365977777777778,0.7842044444444445
User #10599,0.0656544444444444,0.0,0.00677,0.0188622222222222,0.1151222222222222,0.2582155555555556,0.1996833333333333,0.0443466666666666,0.0,0.1473355555555555,0.2509788888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065555555555555,0.0,0.0,0.0,0.0,0.4873877777777777,0.0,0.0,0.7321399999999999,0.56368,0.0587055555555555,0.2797455555555555,0.0124244444444444,0.0713622222222222,0.0381166666666666
User #10599,0.5392455555555555,0.0891566666666666,0.0160288888888888,0.0906622222222222,0.0,0.0,0.0523288888888888,0.1800877777777778,0.1438833333333333,0.1126922222222222,0.0253911111111111,0.0850166666666666,0.0027311111111111,0.8477899999999999,0.0382877777777777,0.9394944444444444,0.1030988888888888,0.9842333333333332,0.1293088888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8634466666666666,0.292581111111111,0.0590144444444444,0.0426677777777777,0.03817,0.0052066666666666,0.0,0.0093433333333333,0.0048188888888888,0.0205911111111111,0.0,0.0135011111111111
User #10599,0.7816177777777777,0.0,0.0257077777777777,0.0141644444444444,0.8187822222222222,0.817898888888889,0.3310211111111111,0.8460766666666667,0.8574077777777778,0.6069399999999999,0.6126466666666668,0.9348811111111112,0.1477144444444444,0.7129966666666667,0.53442,0.0087344444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9004022222222222,0.2847644444444444,0.0513366666666666,0.2486677777777777,0.0,0.0,0.0243222222222222,0.0,0.0,0.1060499999999999,0.0,0.0,0.0,0.0,0.0
User #10599,0.0,0.2019744444444444,0.915881111111111,0.0,0.2327588888888889,0.2226822222222222,0.0263733333333333,0.0720566666666666,0.0,0.0240855555555555,0.3618688888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0211255555555555,0.03086,0.0,0.0,0.0,0.0075055555555555,0.0,0.0,0.0,0.0,0.0,0.0449044444444444,0.0035244444444444,0.0,0.0123522222222222,0.0135077777777777,0.0050955555555555,0.0371122222222222
User #10599,0.4127044444444445,0.3067144444444444,0.0,0.1400977777777777,0.0,0.0917233333333333,0.0487755555555555,0.0,0.9260944444444444,0.6272844444444443,0.6258333333333334,0.0132466666666666,0.0,0.4090222222222222,0.0,0.0,0.0,0.00874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0747811111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2506911111111111,0.0,0.0,0.0,0.2563155555555556,0.7285655555555556,0.03936,0.5238844444444444,0.3332777777777778,0.0251655555555555,0.2950766666666667,0.14769,0.0
User #10599,0.22861,0.2011433333333333,0.0966188888888888,0.1022111111111111,0.0,0.0,0.1680266666666666,0.0,0.2282844444444444,0.0,0.2422911111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0112611111111111,0.0,0.4473422222222222,0.0094744444444444,0.0118122222222222,0.0097155555555555,0.1052066666666666,0.0445688888888888,0.0,0.0,0.1258288888888888,0.0070144444444444,0.0789966666666666,0.0663722222222222
User #10599,0.0,0.0,0.0,0.0829288888888888,0.0286122222222222,0.0363911111111111,0.0465366666666666,0.0243666666666666,0.0,0.0965466666666666,0.1812777777777778,0.0,0.0,0.2846366666666666,0.8454922222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3257666666666666,0.6520033333333334,0.9813033333333332,0.1776944444444444,0.0,0.0506222222222222,0.0172555555555555,0.0279799999999999,0.0289322222222222,0.0145922222222222,0.1519299999999999,0.1544455555555555,0.1266633333333333,0.0773533333333333,0.1527466666666666
User #10599,0.2240166666666666,0.8031888888888888,0.1014477777777777,0.0,0.0057877777777777,0.2519677777777778,0.0,0.0627911111111111,0.575648888888889,0.85379,0.9402377777777776,0.06378,0.8201344444444445,0.0729966666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7299155555555555,0.97772,0.9866655555555556,0.9619688888888888,0.3936655555555555,0.1540188888888889,0.0577622222222222,0.0117966666666666,0.0142866666666666,0.002,0.0414277777777777,0.0140166666666666,0.0398777777777777,0.0191955555555555,0.0621033333333333,0.1713055555555555
User #10599,0.2436722222222222,0.1507122222222222,0.04144,0.1274577777777777,0.1183811111111111,0.0082877777777777,0.0,0.2199488888888889,0.4031833333333333,0.2259055555555555,0.0552,0.7083111111111111,0.8135877777777777,0.2273533333333333,0.9056355555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9090133333333336,0.0,0.8929511111111111,0.3481033333333333,0.17795,0.0614722222222222,0.0,0.0,0.0,0.0,0.0407933333333333,0.3322811111111111,0.7569544444444445,0.20283,0.0683055555555555
